Airport name,Year,January,February,March,April,May,June,July,August,September,October,November,December,Whole year,Airport coordinates
Nogliki,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.140926'), Decimal('51.788476'))"
Norilsk,2013,1128.5,1440.58,1523.14,1588.43,1646.51,1190.56,1144.78,1071.14,1107.9,1280.1,1334.84,1745.78,16202.26,"(Decimal('87.342342'), Decimal('69.325039'))"
Norilьsk (But),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.342342'), Decimal('69.325039'))"
Noyabrsk,2013,43.26,62.18,59.9,65.91,62.4,67.05,54.82,72.53,59.9,66.01,63.1,71.1,748.16,"(Decimal('75.274455'), Decimal('63.181841'))"
Нюрба,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.364259'), Decimal('63.298313'))"
Nyagan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.605995'), Decimal('62.101946'))"
Luengo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.534636'), Decimal('51.501392'))"
Olekminsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.464672'), Decimal('60.397143'))"
SUV,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.47608'), Decimal('68.514229'))"
ohm,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('46.507902'), Decimal('66.65247'))"
Omolon,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('160.545443'), Decimal('65.236944'))"
Omsk (central),2013,168,237,245,256,230,263,257,292,289,298,279,322,3136,"(Decimal('73.007305'), Decimal('55.085528'))"
Omsukçan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.740193'), Decimal('62.459104'))"
Eagle (South),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.01938'), Decimal('52.932788'))"
Orenburg (central),2013,65.82,79.88,86.75,88.9,80.5,91.62,96.28,112.84,105.81,120.61,103.32,129.25,1161.58,"(Decimal('55.457063'), Decimal('51.79139'))"
Orsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.593863'), Decimal('51.076909'))"
Ossora,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('163.064409'), Decimal('59.232256'))"
Okha,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.890431'), Decimal('53.517945'))"
Okhotsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.065575'), Decimal('59.413192'))"
Palana,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.892476'), Decimal('59.0835'))"
Pahachi,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('169.120483'), Decimal('60.555631'))"
Pevek,2013,122,102,194,303,69,59,153,93,84,79,109,210,1577,"(Decimal('170.602999'), Decimal('69.788315'))"
Penza,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.023041'), Decimal('53.118367'))"
Perm (Bakharevka),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('56.010461'), Decimal('57.91612'))"
Perm (Bolshoye Savino),2013,134.99,200.88,217.44,262.82,174.4,189.47,193.95,205.27,194.81,278.86,219.53,299.94,2572.36,"(Decimal('56.010461'), Decimal('57.91612'))"
Gerbil (Kolguev Island),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.249107'), Decimal('69.186265'))"
Petrozavodsk (Besovets),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petrozavodsk (Sands),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.156265'), Decimal('61.877798'))"
Petropavlovsk (Yelizovo),2013,529.27,609.72,704.61,648.38,606.88,899.75,1360.2,1428.41,1081.83,1087.91,903.24,932.3,10792.5,"(Decimal('158.425285'), Decimal('53.169328'))"
Pechora,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.142913'), Decimal('65.116912'))"
pioneer,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('76.278861'), Decimal('59.152775'))"
Plast,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.289996'), Decimal('44.815586'))"
Podkamyennaya Tunguska,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.009799'), Decimal('61.599826'))"
Pauline Osipenko,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.473657'), Decimal('52.43876'))"
Polar,2013,45.11,145.54,97.23,109.77,77.29,70.81,31.67,104.23,141.61,246.66,294.54,143.17,1507.63,"(Decimal('112.038215'), Decimal('66.400137'))"
Providence (Providence Harbor),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-173.230419'), Decimal('64.38401'))"
Pskov (crosses),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('28.392072'), Decimal('57.797486'))"
Rogachevo (Amderma-2),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.477414'), Decimal('71.609701'))"
Rostov-on-Don,2013,412.5,464,539,539,452,541.3,517.7,536.8,421.6,486.4,500,637.1,6047.4,"(Decimal('39.929081'), Decimal('47.488342'))"
Rostov-on-Don (fee),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.929081'), Decimal('47.488342'))"
Sabetta,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('72.046997'), Decimal('71.219177'))"
Sakkırır,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
Salekhard,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('66.586569'), Decimal('66.59012'))"
Samara (Kurumoch),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Samara (Smyshlyaevka),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('50.157667'), Decimal('53.512259'))"
Sangar,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.4196'), Decimal('63.958127'))"
Saint Petersburg (Pulkovo),2013,1508,2047,2495,2178,1882,2034,2227,2421,2277,2488,2628,2811,26996,"(Decimal('30.273027'), Decimal('59.79977'))"
Saransk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.217131'), Decimal('54.137932'))"
Saratov (central),2013,37.3,42.2,52.5,50.6,45.8,51.5,60.3,63.5,56,65,59.5,69.4,653.6,"(Decimal('106.644236'), Decimal('47.454355'))"
Saskılah,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.084658'), Decimal('71.92841'))"
Svetlogorsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('88.410025'), Decimal('66.842607'))"
North-Yenisei,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('93.016353'), Decimal('60.373043'))"
North Even,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('159.230687'), Decimal('61.919039'))"
Seymçan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('152.413453'), Decimal('62.923512'))"
Simferopol,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.980968'), Decimal('45.036235'))"
sheaf,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.019969'), Decimal('66.739116'))"
Sobolevo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('155.966326'), Decimal('54.305068'))"
Sovetskaya Gavan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.052545'), Decimal('48.933734'))"
Soviet,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('63.600884'), Decimal('61.331802'))"
Solovki,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('35.723241'), Decimal('65.029939'))"
Sochi,2013,179,415,267,426,226,279,273,284,276,282.96,368.2,860.27,4136.43,"(Decimal('39.941316'), Decimal('43.44837'))"
Среднеколымск,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('153.718705'), Decimal('67.46549'))"
Stavropol (Shpakovskoye),2013,60,75,84,85,77,79,85,88,89,98,91,110,1021,"(Decimal('42.105169'), Decimal('45.112737'))"
Stary Oskol,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('37.76778'), Decimal('51.32412'))"
Strezhevoy,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.64952'), Decimal('60.717274'))"
Samsearn,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('117.640738'), Decimal('62.183775'))"
Surgut,2013,278.5,364.8,387.6,402.2,361.7,382.9,365.4,487.3,544.1,449.7,411.2,499.5,4934.9,"(Decimal('73.40807'), Decimal('61.340204'))"
Syktyvkar,2013,64.46,70.45,76.89,78.74,66.46,74.55,85.52,79.68,74.76,89.92,86.17,109.54,957.14,"(Decimal('50.851293'), Decimal('61.663805'))"
Taganrog (Southern),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.880433'), Decimal('47.197978'))"
Taz,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('78.647108'), Decimal('67.484725'))"
Таксимо,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.922175'), Decimal('56.360153'))"
Talakan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.038938'), Decimal('59.867032'))"
Tambov,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('41.491404'), Decimal('52.803629'))"
Container,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('74.288446'), Decimal('56.904246'))"
Tarko-Sale,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('77.789172'), Decimal('64.922685'))"
Shalym,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.826031'), Decimal('52.766419'))"
Tigil,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.713895'), Decimal('57.776817'))"
Tiksi,2013,19.3,25.3,24.4,4.6,9.7,14.3,6.8,43.2,12.4,28,26.5,75.1,289.6,"(Decimal('128.888094'), Decimal('71.698596'))"
Tilichiki,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('166.026819'), Decimal('60.382823'))"
Tobolsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Tolka,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('82.049414'), Decimal('63.989903'))"
Tomsk (Bogashevo),2013,104,135,144,150,127,133,145,157,159,194,192,228,1868,"(Decimal('85.209517'), Decimal('56.388412'))"
Troitsky-Pechora,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Tugur,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.832992'), Decimal('53.775856'))"
Travel (Mountain),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('100.430957'), Decimal('64.329908'))"
Turukhansk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('87.929463'), Decimal('65.795497'))"
Ust-Tsilma,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('124.760632'), Decimal('55.282031'))"
Tyumen (Plekhanovo),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.395861'), Decimal('57.168009'))"
Tyumen (Roschino),2013,320.8,408.8,424.9,442.7,391.8,398.2,426.3,466.1,435,543.1,455.4,630.8,5343.9,"(Decimal('65.348628'), Decimal('57.181514'))"
Uda,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Ulan Ude (Mukhino),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('107.443646'), Decimal('51.804919'))"
Ulyanovsk (Barataevka),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.798606'), Decimal('54.41412'))"
Ulyanovsk (East),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.798606'), Decimal('54.41412'))"
Nyagan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.82368'), Decimal('60.117041'))"
Flora,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('134.439745'), Decimal('57.726967'))"
Urengoy,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('78.433372'), Decimal('65.963601'))"
Usinsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.376287'), Decimal('66.00273'))"
Ust-Kamchatsk,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('162.695013'), Decimal('56.237582'))"
Ust-Kara,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('64.954205'), Decimal('69.254814'))"
Ust-Kuyga,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.627498'), Decimal('70.006067'))"
Ust-Kut,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('105.716276'), Decimal('56.857224'))"
Ust-Maya,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('134.452645'), Decimal('60.364288'))"
Ust-Nera,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.118711'), Decimal('64.549707'))"
Ust-Khairyuzovo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('156.738087'), Decimal('57.094231'))"
Ust-Tsilma,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('52.18592'), Decimal('65.432179'))"
Ufa,2013,199.41,257.34,279.73,299.53,280.92,266.53,305.47,323.9,319.22,336.78,316.25,380.85,3565.93,"(Decimal('55.883529'), Decimal('54.566329'))"
Ukhta,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('53.804729'), Decimal('63.555549'))"
Khabarovsk (MVL),2013,7.19,5.98,5.03,5.08,3.32,4.15,5.23,25.76,62.21,9.16,15.83,15.15,164.09,"(Decimal('135.171082'), Decimal('48.525706'))"
Khabarovsk (New),2013,1371.81,2009.79,2545.83,2730.41,2738.81,2261.4,2024.77,2366.41,2738.42,3002.76,3129.86,3087.67,30007.94,"(Decimal('135.171082'), Decimal('48.525706'))"
royal,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('136.849746'), Decimal('62.786965'))"
Khanty-Mansiysk,2013,46.03,59.22,118.89,76.89,95.49,71.55,66.13,76.47,74.6,85.18,88.39,95.26,954.1,"(Decimal('69.095798'), Decimal('61.026144'))"
Harwell,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('59.555959'), Decimal('66.84556'))"
Khatanga,2013,104.76,167.35,120.73,269.36,251.3,169.73,80.99,176.05,147.63,177.74,206.8,171.39,2043.83,"(Decimal('102.473016'), Decimal('71.978434'))"
Herpuchi,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('138.824395'), Decimal('52.976379'))"
Honuu (Girl),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('143.251985'), Decimal('66.451866'))"
Khorey Vere,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.04802'), Decimal('67.416494'))"
remedy,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('118.27157'), Decimal('56.912812'))"
Cheboksary,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.320195'), Decimal('56.082722'))"
Chyegdomyn,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Chelyabinsk (Balandino),2013,176.84,215.36,227.77,244.9,212.06,446.57,238.33,247.51,241.18,283.12,259.16,316.14,3108.94,"(Decimal('61.509282'), Decimal('55.298164'))"
Cherepovets,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.02088'), Decimal('59.281551'))"
Cherskiy,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('161.32298'), Decimal('68.747259'))"
Chizha,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.366705'), Decimal('67.084013'))"
Reads (tub),2013,122.56,157.43,166.72,159.36,161.36,191.35,181.53,198.84,202.93,227.07,212.01,259.01,2240.17,"(Decimal('113.306492'), Decimal('52.020464'))"
Çokurdah,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('147.90427'), Decimal('70.623269'))"
Çumikan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('135.28347'), Decimal('54.69673'))"
Şarıpovo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('89.169766'), Decimal('55.458343'))"
Shakhtars'k,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.076602'), Decimal('49.189684'))"
Şoyna,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.156661'), Decimal('67.872927'))"
Shushenskoe,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.048274'), Decimal('53.388274'))"
Egvekinot (Bay Cross),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-179.089626'), Decimal('65.885249'))"
Ekimçan,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('132.950411'), Decimal('53.074423'))"
Elista,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.330575'), Decimal('46.369401'))"
ESSO,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.709467'), Decimal('55.93715'))"
South kurilsk (Mendeleevo),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('145.681308'), Decimal('43.959284'))"
Yuzhno-(Khomutovo),2013,566.6,867.7,772.6,819.7,830,1298.9,1067.3,1373.5,1626.2,1386,954.4,1054.2,12617.1,"(Decimal('142.723677'), Decimal('46.886967'))"
Yakutsk,2013,583.33,739.54,927.33,880.17,956.32,1148.38,1124.62,1224.13,1371.17,1793.56,1512.14,1868.57,14129.26,"(Decimal('129.750225'), Decimal('62.086594'))"
Yakutsk (Magan),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-6.226888'), Decimal('8.607871'))"
Yamburg,2013,2.35,3.97,2.21,2.19,2.11,4.14,7.03,3.26,2.43,3.96,1.68,1.98,37.31,"(Decimal('75.097783'), Decimal('67.980026'))"
Yaroslavl (Tunoshna),2013,746.4,1136.12,1144.4,593.6,516,582.4,360.7,446.9,574.6,574.6,729.4,954.5,8359.62,"(Decimal('40.170054'), Decimal('57.56231'))"
Yartsevo,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.203907'), Decimal('60.252931'))"
Abakan,2012,39.24,39.24,60.58,55.53,56.51,57.35,64.47,75.88,66.4,120.62,64.38,81.25,781.45,"(Decimal('91.399735'), Decimal('53.751351'))"
Aikhal,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('111.543324'), Decimal('65.957161'))"
Loss,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('125.398355'), Decimal('58.602489'))"
Amderma,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('61.577429'), Decimal('69.759076'))"
Anadyr,2012,97,247,300,358,290,132,57,109,69,150,209,341,2359,"(Decimal('177.738273'), Decimal('64.713433'))"
Anapa (Vitjazevo),2012,20.55,30.72,33.58,38.41,40.39,108.79,99.53,97.69,196.86,41.23,35.95,38.04,781.74,"(Decimal('37.341511'), Decimal('45.003748'))"
Antypayuta,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Apatite (Khibiny),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('33.581999'), Decimal('67.459641'))"
Arkhangelsk (Vaskovo),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.706789'), Decimal('64.592645'))"
Arkhangelsk (Talagy),2012,175,132.5,207.5,221.6,323.2,269.4,234.9,239.5,193.9,212.3,315.6,461.6,2987,"(Decimal('40.714892'), Decimal('64.596138'))"
Astrakhan (Narimanovo),2012,39.74,53.45,60.96,65.17,69.14,78.12,75.88,78.77,73.08,81.76,82.45,89.76,848.28,"(Decimal('47.999896'), Decimal('46.287344'))"
Achinsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('90.566467'), Decimal('56.271301'))"
Trip,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('138.042241'), Decimal('56.431311'))"
Auctions,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('113.479076'), Decimal('54.369366'))"
Baykit,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('96.366763'), Decimal('61.681612'))"
Barnaul (Titov Name),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('83.547723'), Decimal('53.361377'))"
In Salah,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('130.399707'), Decimal('67.792415'))"
white Mountain,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('146.228094'), Decimal('68.553931'))"
Belgorod,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('36.570541'), Decimal('50.645157'))"
Novy Urengoy,2012,13.9,16.7,13.8,44.9,38.8,37,36.1,40.3,39.8,38.5,61.1,60.3,441.2,"(Decimal('66.694583'), Decimal('63.697412'))"
Belushi,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('47.623466'), Decimal('66.887693'))"
Usinsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('65.046174'), Decimal('63.927111'))"
Beringovsky (Branch PCF "A / P Chukotka"),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('179.293427'), Decimal('63.025373'))"
Biisk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('85.343842'), Decimal('52.481983'))"
Blagoveshchensk,2012,107.9,207,160.2,151.8,226.4,182.3,189,165,213.8,182.2,200,239.3,2224.9,"(Decimal('127.407536'), Decimal('50.42238'))"
Bovanenkovo,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('68.338149'), Decimal('70.319169'))"
Bogorodskoe,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('140.445792'), Decimal('52.376818'))"
Boguçanı,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('97.46764'), Decimal('58.381633'))"
Bodaybo,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('114.225855'), Decimal('57.857975'))"
Bratsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('101.703088'), Decimal('56.365054'))"
Bryansk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('34.182693'), Decimal('53.213493'))"
Bugulma,2012,2.81,2.91,4.2,3.6,5.19,201.9,4.51,7.02,6.8,5.78,1.03,2.98,248.73,"(Decimal('52.790306'), Decimal('54.634026'))"
Petrel,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('147.622486'), Decimal('44.920825'))"
Vanavara,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('102.303298'), Decimal('60.351026'))"
Varandey,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('58.202862'), Decimal('68.846223'))"
Верхневилюйск,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('120.278784'), Decimal('63.457425'))"
Vizhas,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.901117'), Decimal('66.637077'))"
Viljujsk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('121.691798'), Decimal('63.754713'))"
Витим,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('112.566271'), Decimal('59.459285'))"
Vladivostok (Knevichi),2012,1396,1766,2625.7,2612.5,2842.1,2505.4,2508.1,3232.5,3131.8,2981.5,2800.3,2802.5,31204.4,"(Decimal('132.165103'), Decimal('43.396702'))"
Vladikavkaz (Beslan),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('44.604633'), Decimal('43.201857'))"
Vladimir,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('40.316228'), Decimal('56.123257'))"
Volgograd (Gumrak),2012,40,88,74,61,68,61,59,65,107,92,93,114,922,"(Decimal('44.356743'), Decimal('48.792276'))"
Vologda,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('39.936025'), Decimal('59.284144'))"
Volokovaya,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('48.238974'), Decimal('66.483341'))"
Vorkuta,2012,36.38,49.79,79.53,374.35,69.27,72.33,60.49,83.01,54.99,67.51,67.96,64.96,1080.57,"(Decimal('64.00447'), Decimal('67.490244'))"
Voronezh (Chertovitskoe),2012,15.21,18.78,16.07,20.8,13.84,17.37,16.78,20.84,19.54,19.75,15.94,19.9,214.82,"(Decimal('39.225359'), Decimal('51.812576'))"
Vuktyl,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('57.286293'), Decimal('63.826824'))"
Gelendzhik,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.025156'), Decimal('44.593815'))"
Gorno-Altaisk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('85.841302'), Decimal('51.969985'))"
Terrible (North),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('45.699751'), Decimal('43.384707'))"
Kervan,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,Not found
Distance,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('133.730759'), Decimal('45.879914'))"
deputy,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('139.903775'), Decimal('69.391802'))"
Dixon,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('80.383003'), Decimal('73.516386'))"
Dudinka,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('86.176769'), Decimal('69.389122'))"
Yeisk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.220872'), Decimal('46.680447'))"
Ekaterinburg (Koltsovo),2012,1365.5,1996.66,2217.4,2032.28,1867.46,1859.23,1971.64,2336.07,2448.95,2294.02,2325.7,2252.69,24967.6,"(Decimal('60.802263'), Decimal('56.750256'))"
Ekaterinburg (Uktus),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('60.802263'), Decimal('56.750256'))"
Yelizovo (Avachinskiy),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('158.425285'), Decimal('53.169328'))"
Pitorafik,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('92.098589'), Decimal('58.464048'))"
Erbogaçen,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('108.019592'), Decimal('61.274815'))"
Jigansk,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('123.362449'), Decimal('66.788511'))"
Zhukovsky,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('38.117727'), Decimal('55.56167'))"
Gulf Lawrence (Lawrence),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('-71.970927'), Decimal('46.619124'))"
Zeyskaya,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('127.087987'), Decimal('53.690803'))"
Zonalnoe,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,"(Decimal('142.756348'), Decimal('50.669311'))"
