Release Date,Season,Episode,Episode Title,Name,Sentence
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,Bit of comfort never hurt anyone. We've been sleeping in ditches the last few weeks. I think we can treat ourselves to a featherbed for the night and a hot meal not cooked by you.
2014-05-18,Season 4,Episode 7,Mockingbird,podrick,"Couldn't agree more, my lady."
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,Just don't start expecting silk underclothes. Not working for your former lord any longer.
2014-05-18,Season 4,Episode 7,Mockingbird,podrick,"Yes, my lady."
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,Don't get drunk.
2014-05-18,Season 4,Episode 7,Mockingbird,podrick,"No, my lady."
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,Can I get you anything else?
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,"No, this will do nicely, thank you. Kidney pie is wonderful."
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,Thanks. I do my best.
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,"A good kidney pie is all about the ingredients. Flour, lard, water, eggs, milk. Easy enough. But the meat, peacetime or not, getting your hands on a good bottom round steak and calves' kidneys is not easy. I mean, some people settle for plain old beef kidneys. Got no right to cook anything, them. Oh, and the gravy. Don't get me started on the gravy. Very difficult to get right. See, a lot of people give up on the gravy. You cannot give up on the gravy. No gravy, no pie. Simple as that. That's nice armor. Are you a knight?"
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,No.
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,"Oh, it's just people with armor are usually knights. Generally speaking. From King's Landing, though, aren't you? From there myself originally. Flea Bottom born and bred. What brings you to these parts?"
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,We're looking for someone.
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,Someone in particular? Maybe they came in here. A lot of people come in here. Just the other day we had seventeen-
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,"A girl, tall, red hair, very pretty. Her name is Sansa Stark, but she may be using a different name."
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,"Starks? What, like them lot from ""Winterhell""?"
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,"No, ain't seen anyone like that. I heard they was all traitors. Don't need no traitors in here."
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,I pledged my life to their mother Catelyn Stark. I swore to her I'd bring her daughters home.
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,Sure I can't get you a bit more kidney pie?
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,What?
2014-05-18,Season 4,Episode 7,Mockingbird,podrick,"It's nothing, my lady."
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,You wouldn't be screwing your face up like that if it was nothing.
2014-05-18,Season 4,Episode 7,Mockingbird,podrick,"Don't want to offend, my lady. Truly, I don't."
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,You're not interesting enough to be offensive.
2014-05-18,Season 4,Episode 7,Mockingbird,podrick,The Lannisters want Lady Sansa. The Lannisters have money. People kill for money. I don't think we should be telling people we're searching for Lady Sansa.
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,My lady. My lord. Could I have a word?
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,What about? Not kidney pie.
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,You seem like a proper lady. Someone who could be trusted. I never met no Sansa Stark. But I know her sister... Arya.
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,No one's seen Arya Stark since her father was beheaded. She's presumed dead.
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,She weren't when I last spoke to her.
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,When was that?
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,"Heading up north with the Night's Watch. She was all dressed up as a boy. Like your ladyship, only without the armor. Going by the name Arry."
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,So what happened to her?
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,Well-
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,The quick version.
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,The Lannisters took us prisoner. We escaped. The Brotherhood took us prisoner. They sold me to the innkeep. They were gonna sell Arya to her mother at Riverrun along with another prisoner. Big ugly fellow. Foul mouth and a face like a half-burnt ham. Not friendly.
2014-05-18,Season 4,Episode 7,Mockingbird,podrick,The Hound.
2014-05-18,Season 4,Episode 7,Mockingbird,hot pie,"That's the one. If you find her, could you give her this? She liked the last one I gave her, but, well, this one turned out better."
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,"Um, you were saying?"
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,"Her mother's dead, grandfather's dead, Walder Frey is the new lord of Riverrun. The Brotherhood isn't going to Riverrun."
2014-05-18,Season 4,Episode 7,Mockingbird,podrick,"They'll take her to the Eyrie, my lady."
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,Why the Eyrie?
2014-05-18,Season 4,Episode 7,Mockingbird,podrick,"Her aunt, Lysa Arryn. Catelyn Stark's sister. She's Arya's last living relative with money. She hates the Lannisters. Lord Tyrion made sure I knew which house married which and who hated who."
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,"Sansa could be there, too."
2014-05-18,Season 4,Episode 7,Mockingbird,podrick,"Aye, my lady. Could be."
2014-05-18,Season 4,Episode 7,Mockingbird,brienne,You sure about this?
2014-05-18,Season 4,Episode 7,Mockingbird,podrick,No.
2014-05-18,Season 4,Episode 7,Mockingbird,tyrion lannister,I imagined you'd be back at the brothel at this hour.
2014-05-18,Season 4,Episode 7,Mockingbird,oberyn martell,I did spend some time with an absolutely stunning blonde the other day.
2014-05-18,Season 4,Episode 7,Mockingbird,tyrion lannister,"Mm, do tell. I've got every kind of filth down here except the kind I like."
2014-05-18,Season 4,Episode 7,Mockingbird,oberyn martell,Your sister.
2014-05-18,Season 4,Episode 7,Mockingbird,tyrion lannister,Oh.
2014-05-18,Season 4,Episode 7,Mockingbird,oberyn martell,Cersei approached me. We spoke a great deal about her daughter. How worried your sister is about her. She was trying very hard to pretend she had not come to sway me against you. I think she may have even believed it herself.
2014-05-18,Season 4,Episode 7,Mockingbird,tyrion lannister,Making honest feelings do dishonest work is one of her many gifts.
2014-05-18,Season 4,Episode 7,Mockingbird,oberyn martell,It was difficult for her to hide her true intentions. It is rare to meet a Lannister who shares my enthusiasm for dead Lannisters. She desperately wants to see you killed.
2014-05-18,Season 4,Episode 7,Mockingbird,tyrion lannister,She didn't need to bother you. It looks as though I've taken care of that myself. The joy she will feel when my head leaves my neck. She's wanted this for a long time.
2014-05-18,Season 4,Episode 7,Mockingbird,oberyn martell,"Yes, I know. We met, you and I. Many years ago."
2014-05-18,Season 4,Episode 7,Mockingbird,tyrion lannister,I think I would have remembered that.
2014-05-18,Season 4,Episode 7,Mockingbird,oberyn martell,"Unlikely. You had just been born. Our father brought me and my sister Elia with him on a visit to Casterly Rock. My first time away from Dorne. I didn't like anything about the Rock. Not the food, not the weather, your accents. Nothing. But the biggest disappointment... you."
2014-05-18,Season 4,Episode 7,Mockingbird,tyrion lannister,You and my family have more in common than you might admit.
2014-05-18,Season 4,Episode 7,Mockingbird,oberyn martell,"The whole way from Dorne all anyone talked about was the monster that had been born to Tywin Lannister. A head twice the size of his body, a tail between his legs, claws, one red eye, the privates of both a girl and a boy."
2014-05-18,Season 4,Episode 7,Mockingbird,tyrion lannister,That would have made things so much easier.
2014-05-18,Season 4,Episode 7,Mockingbird,oberyn martell,"When we met your sister, she promised she would show you to us. Every day we would ask. Every day she would say, ""Soon."" Then she and your brother took us to your nursery and... she unveiled the freak. Your head was a bit large. Your arms and legs were a bit small, but no claw. No red eye. No tail between your legs. Just a tiny pink cock. We didn't try to hide our disappointment. ""That's not a monster,"" I told Cersei. ""That's just a baby."" And she said, ""He killed my mother."" And she pinched your little cock so hard, I thought she might pull it off. Until your brother made her stop. ""It doesn't matter,"" she told us. ""Everyone says he will die soon. I hope they are right. He should not have lived this long."""
2014-05-18,Season 4,Episode 7,Mockingbird,tyrion lannister,"Well... sooner or later, Cersei always gets what she wants."
2014-05-18,Season 4,Episode 7,Mockingbird,oberyn martell,And what about what I want? Justice for my sister and her children.
2014-05-18,Season 4,Episode 7,Mockingbird,tyrion lannister,"If you want justice, you've come to the wrong place."
2014-05-18,Season 4,Episode 7,Mockingbird,oberyn martell,I disagree.
2014-05-18,Season 4,Episode 7,Mockingbird,oberyn martell,"I've come to the perfect place. I want to bring those who have wronged me to justice. And all those who have wronged me are right here. I will begin with Ser Gregor Clegane, who killed my sister's children and then raped her with their blood still on his hands before killing her, too. I will be your champion."
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,"Hello, Robin."
2014-05-18,Season 4,Episode 7,Mockingbird,robin,What are you doing?
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,"I'm building my home, Winterfell. At least I think I am. I haven't been back there in a very long time."
2014-05-18,Season 4,Episode 7,Mockingbird,robin,Why did you leave?
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,It's a long story.
2014-05-18,Season 4,Episode 7,Mockingbird,robin,I stay here in the Eyrie. Mother says it's dangerous on the roads and I have to keep myself safe because I'm the Lord of the Vale and the Lord of the Vale is a very important person.
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,"Yes, you certainly are."
2014-05-18,Season 4,Episode 7,Mockingbird,robin,When will you go back?
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,Probably never. My family doesn't live there anymore and someone burned it down.
2014-05-18,Season 4,Episode 7,Mockingbird,robin,Oh. Does Winterfell have a Moon Door?
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,"No, I'm afraid not. It's not high up in the mountains. It's down on the ground."
2014-05-18,Season 4,Episode 7,Mockingbird,robin,That sounds dangerous. How do you make people fly?
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,We don't.
2014-05-18,Season 4,Episode 7,Mockingbird,robin,What do you do with all the bad people and the scary people and the people you don't like?
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,I never did anything with them at all. Girls didn't take part in that where I came from.
2014-05-18,Season 4,Episode 7,Mockingbird,robin,"Well, I'm Lord of the Vale. When I grow up, I'll be able to fly anybody who bothers me. Or you. When we get married, you can tell me if you don't like somebody and then we can bring them back here and, whoosh! Right through the Moon Door."
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,I like the sound of that.
2014-05-18,Season 4,Episode 7,Mockingbird,robin,Let's put a Moon Door in your Winterfell.
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,All right.
2014-05-18,Season 4,Episode 7,Mockingbird,robin,It can go in here in this big tower.
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,Careful. You've ruined it. Now I'm going to have to rebuild the whole thing.
2014-05-18,Season 4,Episode 7,Mockingbird,robin,I didn't ruin it.
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,You did.
2014-05-18,Season 4,Episode 7,Mockingbird,robin,It was already ruined because it didn't have a Moon Door. I was fixing it.
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,Knocking things down isn't fixing them. It's ruining them.
2014-05-18,Season 4,Episode 7,Mockingbird,robin,I didn't ruin it!
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,You're being stupid.
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,"Robin, I'm sorry, I-"
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,Children.
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,I hit him.
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,"Yes, I saw."
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,I shouldn't have done that.
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,"No, his mother should have a long time ago. Consider it a step in the right direction."
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,If he tells Aunt Lysa...
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,Let me worry about Aunt Lysa.
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,I was trying to remember what everything looked like. I'll never see it again.
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,"A lot can happen between now and never. If you want to build a better home, first you must demolish the old one."
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,Why did you really kill Joffrey? Tell me why.
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,"I loved your mother more than you could ever know. Given the opportunity, what do we do to those who've hurt the ones we love? In a better world, one where love could overcome strength and duty, you might have been my child. But we don't live in that world."
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,You're more beautiful than she ever was.
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,Lord Baelish...
2014-05-18,Season 4,Episode 7,Mockingbird,petyr baelish,Call me Petyr.
2014-05-18,Season 4,Episode 7,Mockingbird,sansa stark,"You wanted to see me, Aunt Lysa?"
